iter	Passed	Remaining
289	88343	825550
290	88605	824852
291	88887	824339
292	89190	824021
293	89475	823542
294	89783	823264
295	90084	822937
296	90375	822508
297	90696	822353
298	90994	821993
299	91327	821946
300	91616	821507
301	91922	821216
302	92211	820770
303	92513	820446
304	92849	820422
305	93170	820265
306	93494	820134
307	93810	819928
308	94119	819666
309	94434	819443
310	94743	819181
311	95035	818764
312	95363	818664
313	95639	818110
314	95911	817532
315	96194	817046
316	96536	817054
317	96859	816905
318	97194	816859
319	97537	816873
320	97871	816812
321	98186	816597
322	98523	816558
323	98840	816353
324	99148	816069
325	99442	815676
326	99768	815537
327	100106	815505
328	100400	815106
329	100696	814722
330	101034	814687
331	101306	814109
332	101597	813695
333	101904	813406
334	102181	812875
335	102504	812712
336	102801	812345
337	103111	812078
338	103443	811986
339	103753	811717
340	104043	811294
341	104346	810974
342	104682	810906
343	104992	810641
344	105286	810245
345	105621	810168
346	105941	809976
347	106229	809544
348	106528	809189
349	106820	808787
350	107139	808580
351	107420	808095
352	107722	807764
353	108029	807473
354	108326	807108
355	108611	806655
356	108879	806072
357	109170	805664
358	109484	805426
359	109780	805054
360	110116	804980
361	110419	804658
362	110732	804414
363	111042	804142
364	111369	803997
365	111684	803760
366	111967	803297
367	112257	802883
368	112530	802349
369	112840	802080
370	113164	801912
371	113458	801526
372	113768	801260
373	114084	801029
374	114372	800609
375	114680	800325
376	114986	800026
377	115286	799685
378	115613	799533
379	115909	799165
380	116228	798955
381	116538	798688
382	116813	798172
383	117108	797799
384	117408	797460
385	117705	797103
386	117976	796569
387	118294	796351
388	118558	795772
389	118866	795489
390	119130	794915
391	119442	794659
392	119757	794422
393	120040	793972
394	120338	793625
395	120648	793357
396	120962	793108
397	121252	792708
398	121546	792339
399	121856	792065
400	122176	791862
401	122469	791482
402	122768	791139
403	123058	790740
404	123343	790310
405	123620	789830
406	123880	789245
407	124188	788964
408	124486	788618
409	124766	788161
410	125102	788052
411	125415	787807
412	125719	787498
413	125999	787039
414	126327	786881
415	126635	786598
416	126938	786287
417	127233	785928
418	127542	785651
419	127852	785377
420	128171	785162
421	128461	784772
422	128777	784535
423	129059	784095
424	129370	783833
425	129676	783537
426	129975	783202
427	130263	782799
428	130572	782524
429	130880	782241
430	131153	781749
431	131463	781479
432	131804	781392
433	132104	781059
434	132425	780852
435	132746	780648
436	133050	780341
437	133364	780089
438	133712	780039
439	134016	779734
440	134337	779522
441	134634	779175
442	134937	778857
443	135250	778606
444	135573	778407
445	135870	778058
446	136211	777962
447	136516	777656
448	136810	777289
449	137103	776922
450	137411	776634
451	137701	776246
452	137999	775904
453	138311	775639
454	138608	775292
455	138900	774921
456	139203	774602
457	139483	774165
458	139780	773818
459	140056	773352
460	140339	772933
461	140605	772418
462	140878	771942
463	141171	771572
464	141463	771206
465	141746	770782
466	142033	770385
467	142290	769830
468	142579	769440
469	142863	769031
470	143137	768565
471	143448	768302
472	143729	767872
473	144017	767483
474	144318	767164
475	144626	766887
476	144935	766608
477	145222	766216
478	145540	765984
479	145867	765804
480	146156	765421
481	146453	765085
482	146755	764767
483	147054	764442
484	147399	764351
485	147728	764178
486	148024	763829
487	148332	763549
488	148633	763226
489	148912	762798
490	149211	762469
491	149512	762149
492	149829	761913
493	150108	761482
494	150410	761170
495	150744	761015
496	151047	760707
497	151366	760481
498	151680	760228
499	151989	759947
500	152291	759635
501	152571	759209
502	152878	758919
503	153174	758578
504	153455	758159
505	153757	757848
506	154064	757557
507	154368	757255
508	154670	756942
509	154956	756554
510	155249	756194
511	155523	755749
512	155842	755515
513	156130	755136
514	156422	754774
515	156695	754325
516	156975	753908
517	157281	753614
518	157577	753273
519	157873	752932
520	158143	752470
521	158436	752117
522	158729	751764
523	159022	751412
524	159314	751051
525	159637	750840
526	159911	750400
527	160226	750151
528	160527	749836
529	160835	749554
530	161129	749204
531	161416	748824
532	161725	748547
533	162039	748293
534	162322	747895
535	162617	747554
536	162918	747239
537	163240	747021
538	163531	746664
539	163812	746257
540	164143	746076
541	164448	745781
542	164726	745362
543	165015	744998
544	165304	744630
545	165587	744234
546	165900	743974
547	166205	743679
548	166511	743389
549	166837	743185
550	167126	742817
551	167393	742355
552	167733	742214
553	168101	742196
554	168391	741832
555	168669	741417
556	168955	741037
557	169242	740661
558	169571	740470
559	169919	740364
560	170387	740776
561	170705	740532
562	171011	740240
563	171336	740025
564	171634	739700
565	171932	739369
566	172238	739075
567	172519	738674
568	172802	738282
569	173090	737910
570	173392	737600
571	173692	737283
572	174012	737048
573	174288	736628
574	174565	736211
575	174877	735941
576	175197	735707
577	175488	735349
578	175794	735058
579	176138	734920
580	176456	734679
581	176735	734271
582	177004	733825
583	177290	733447
584	177570	733046
585	177866	732711
586	178154	732345
587	178453	732025
588	178765	731755
589	179057	731403
590	179378	731171
591	179686	730886
592	179956	730448
593	180243	730076
594	180544	729764
595	180821	729353
596	181096	728935
597	181390	728594
598	181714	728373
599	182030	728120
600	182312	727734
601	182612	727417
602	182879	726970
603	183163	726588
604	183477	726328
605	183776	726009
606	184059	725626
607	184370	725354
608	184670	725037
609	184971	724722
610	185259	724361
611	185553	724022
612	185879	723809
613	186164	723435
614	186478	723173
615	186783	722875
616	187081	722554
617	187373	722207
618	187653	721813
619	187965	721545
620	188233	721105
621	188540	720817
622	188827	720454
623	189121	720116
624	189429	719831
625	189737	719547
626	190064	719336
627	190381	719085
628	190690	718801
629	190958	718369
630	191275	718118
631	191568	717775
632	191843	717365
633	192140	717043
634	192433	716700
635	192741	716415
636	193037	716086
637	193321	715714
638	193608	715353
639	193929	715114
640	194218	714760
641	194513	714429
642	194813	714114
643	195112	713796
644	195391	713405
645	195687	713077
646	195961	712669
647	196288	712453
648	196582	712121
649	196875	711779
650	197174	711465
651	197482	711179
652	197804	710944
653	198133	710735
654	198459	710515
655	198790	710311
656	199092	710004
657	199365	709597
658	199696	709392
659	200008	709121
660	200325	708866
661	200666	708697
662	200957	708353
663	201239	707974
664	201541	707669
665	201832	707322
666	202129	706999
667	202432	706696
668	202726	706360
669	203026	706048
670	203319	705707
671	203608	705358
672	203876	704932
673	204158	704557
674	204465	704270
675	204772	703980
676	205047	703583
677	205359	703309
678	205697	703128
679	205990	702790
680	206279	702439
681	206578	702124
682	206846	701704
683	207137	701359
684	207445	701074
685	207753	700788
686	208027	700390
687	208317	700043
688	208600	699674
689	208937	699486
690	209234	699164
691	209539	698867
692	209831	698528
693	210135	698232
694	210433	697911
695	210748	697649
696	211049	697342
697	211370	697098
698	211668	696780
699	211958	696434
700	212256	696117
701	212544	695765
702	212812	695349
703	213142	695136
704	213429	694780
705	213726	694459
706	214009	694093
707	214299	693747
708	214584	693388
709	214876	693052
710	215180	692755
711	215493	692484
712	215767	692091
713	216069	691787
714	216359	691443
715	216638	691063
716	216850	690474
717	217141	690135
718	217437	689811
719	217717	689440
720	218008	689100
721	218354	688935
722	218660	688644
723	218930	688240
724	219261	688027
725	219567	687735
726	219857	687396
727	220158	687087
728	220464	686797
729	220764	686486
730	221041	686104
731	221347	685813
732	221659	685542
733	221949	685200
734	222261	684928
735	222593	684718
736	222866	684324
737	223154	683978
738	223453	683665
739	223764	683387
740	224055	683053
741	224354	682739
742	224633	682364
743	224901	681958
744	225211	681679
745	225493	681315
746	225802	681035
747	226112	680755
748	226435	680516
749	226706	680120
750	226998	679785
751	227278	679417
752	227570	679083
753	227875	678789
754	228182	678504
755	228491	678219
756	228807	677960
757	229120	677688
758	229475	677542
759	229788	677272
760	230098	676990
761	230443	676813
762	230731	676468
763	231021	676130
764	231354	675917
765	231657	675618
766	231943	675265
767	232238	674941
768	232526	674599
769	232825	674287
770	233093	673884
771	233409	673622
772	233693	673266
773	233982	672925
774	234310	672697
775	234650	672503
776	234936	672153
777	235214	671780
778	235496	671420
779	235783	671075
780	236063	670711
781	236342	670341
782	236616	669960
783	236890	669578
784	237203	669306
785	237498	668983
786	237802	668688
787	238106	668390
788	238386	668026
789	238689	667726
790	238976	667380
791	239287	667105
792	239607	666852
793	239897	666516
794	240197	666208
795	240527	665983
796	240834	665694
797	241097	665285
798	241391	664958
799	241722	664736
800	242010	664396
801	242302	664064
802	242586	663713
803	242874	663374
804	243173	663063
805	243476	662762
806	243783	662474
807	244120	662268
808	244470	662094
809	244770	661787
810	245077	661497
811	245407	661271
812	245708	660963
813	246029	660712
814	246347	660453
815	246659	660177
816	246962	659875
817	247279	659613
818	247591	659336
819	247910	659079
820	248234	658834
821	248550	658568
822	248856	658276
823	249256	658229
824	249827	658637
825	250152	658391
826	250461	658105
827	250786	657861
828	251126	657655
829	251415	657315
830	251724	657027
831	252026	656723
832	252347	656465
833	252633	656119
834	252906	655739
835	253211	655443
836	253514	655139
837	253840	654896
838	254112	654513
839	254423	654231
840	254716	653902
841	255025	653617
842	255300	653242
843	255629	653006
844	255960	652774
845	256291	652544
846	256631	652334
847	256916	651986
848	257199	651633
849	257474	651259
850	257764	650923
851	258059	650600
852	258387	650361
853	258672	650013
854	258959	649670
855	259248	649333
856	259532	648982
857	259822	648648
858	260103	648289
859	260424	648033
860	260701	647666
861	260974	647290
862	261263	646953
863	261599	646730
864	261908	646445
865	262219	646161
866	262522	645859
867	262846	645609
868	263140	645284
869	263435	644962
870	263771	644740
871	264112	644532
872	264431	644267
873	264737	643972
874	265067	643734
875	265375	643444
876	265699	643191
877	266017	642926
878	266306	642589
879	266628	642331
880	266936	642041
881	267239	641738
882	267568	641498
883	267847	641136
884	268146	640824
885	268414	640439
886	268738	640185
887	269016	639822
888	269316	639512
889	269602	639169
890	269891	638834
891	270181	638499
892	270518	638277
893	270819	637970
894	271113	637646
895	271416	637344
896	271699	636993
897	272019	636732
898	272309	636399
899	272601	636070
900	272909	635778
901	273225	635507
902	273516	635175
903	273787	634799
904	274097	634512
905	274405	634220
906	274680	633855
907	274975	633532
908	275272	633217
909	275590	632948
910	275902	632666
911	276184	632317
912	276464	631961
913	276748	631617
914	277044	631297
915	277307	630904
916	277579	630531
917	277880	630225
918	278194	629948
919	278486	629620
920	278789	629319
921	279091	629015
922	279387	628697
923	279722	628467
924	280045	628209
925	280378	627975
926	280675	627660
927	281022	627456
928	281304	627106
929	281600	626788
930	281908	626497
931	282209	626189
932	282507	625876
933	282859	625682
934	283152	625358
935	283433	625006
936	283725	624679
937	284046	624417
938	284345	624106
939	284649	623806
940	284960	623521
941	285231	623149
942	285513	622800
943	285809	622483
944	286096	622145
945	286411	621869
946	286724	621590
947	286992	621211
948	287301	620921
949	287618	620650
950	287941	620391
951	288255	620113
952	288549	619791
953	288845	619474
954	289156	619188
955	289461	618890
956	289768	618596
957	290065	618281
958	290361	617964
959	290674	617683
960	290992	617413
961	291288	617095
962	291569	616746
963	291874	616449
964	292218	616233
965	292504	615893
966	292782	615538
967	293068	615202
968	293367	614889
969	293671	614591
970	293984	614308
971	294268	613966
972	294592	613709
973	294900	613416
974	295184	613075
975	295501	612801
976	295793	612477
977	296103	612189
978	296400	611874
979	296734	611636
980	297030	611320
981	297347	611046
982	297627	610696
983	297949	610433
984	298262	610150
985	298571	609862
986	298876	609561
987	299171	609244
988	299517	609029
989	299838	608762
990	300130	608438
991	300432	608133
992	300716	607792
993	301020	607492
994	301295	607133
995	301604	606843
996	301906	606538
997	302174	606166
998	302458	605826
999	302750	605501
1000	303055	605202
1001	303360	604905
1002	303669	604613
1003	303953	604273
1004	304243	603945
1005	304549	603649
1006	304833	603309
1007	305112	602960
1008	305403	602634
1009	305675	602270
1010	305982	601976
1011	306266	601637
1012	306567	601331
1013	306864	601018
1014	307153	600689
1015	307452	600379
1016	307744	600055
1017	308025	599711
1018	308313	599380
1019	308598	599044
1020	308900	598741
1021	309178	598390
1022	309526	598174
1023	309804	597825
1024	310111	597532
1025	310429	597258
1026	310754	597000
1027	311088	596758
1028	311453	596573
1029	311822	596398
1030	312101	596050
1031	312406	595751
1032	312709	595450
1033	313033	595187
1034	313319	594853
1035	313611	594530
1036	313940	594276
1037	314241	593971
1038	314528	593638
1039	314828	593330
1040	315122	593011
1041	315430	592718
1042	315734	592418
1043	316007	592059
1044	316317	591771
1045	316660	591542
1046	316950	591217
1047	317252	590913
1048	317584	590665
1049	317884	590356
1050	318185	590051
1051	318481	589736
1052	318759	589388
1053	319054	589070
1054	319344	588744
1055	319656	588458
1056	319941	588123
1057	320262	587854
1058	320568	587557
1059	320849	587215
1060	321129	586870
1061	321441	586584
1062	321750	586293
1063	322075	586032
1064	322415	585797
1065	322713	585485
1066	323004	585161
1067	323293	584833
1068	323575	584494
1069	323848	584138
1070	324132	583800
1071	324431	583492
1072	324740	583200
1073	325044	582900
1074	325322	582554
1075	325608	582222
1076	325939	581969
1077	326239	581663
1078	326526	581331
1079	326807	580991
1080	327116	580699
1081	327450	580452
1082	327741	580130
1083	328041	579821
1084	328351	579532
1085	328651	579226
1086	328953	578921
1087	329230	578574
1088	329543	578289
1089	329846	577988
1090	330148	577684
1091	330473	577420
1092	330810	577178
1093	331119	576885
1094	331415	576572
1095	331716	576265
1096	332056	576028
1097	332371	575746
1098	332697	575485
1099	333014	575206
1100	333306	574884
1101	333614	574591
1102	333934	574319
1103	334261	574058
1104	334579	573780
1105	334887	573487
1106	335181	573169
1107	335513	572915
1108	335829	572636
1109	336105	572288
1110	336382	571941
1111	336700	571664
1112	336980	571322
1113	337260	570980
1114	337572	570694
1115	337890	570418
1116	338194	570116
1117	338477	569780
1118	338766	569454
1119	339088	569184
1120	339360	568830
1121	339636	568482
1122	339926	568158
1123	340245	567883
1124	340502	567504
1125	340788	567173
1126	341079	566851
1127	341366	566522
1128	341687	566250
1129	341972	565918
1130	342277	565621
1131	342571	565302
1132	342829	564927
1133	343127	564616
1134	343423	564303
1135	343735	564016
1136	344020	563685
1137	344315	563371
1138	344628	563084
1139	344920	562765
1140	345221	562460
1141	345498	562116
1142	345802	561815
1143	346117	561533
1144	346418	561227
1145	346699	560890
1146	346999	560583
1147	347312	560297
1148	347607	559983
1149	347900	559666
1150	348201	559361
1151	348487	559031
1152	348776	558708
1153	349068	558388
1154	349391	558119
1155	349656	557756
1156	349986	557498
1157	350348	557289
1158	350660	557002
1159	350963	556699
1160	351272	556407
1161	351605	556154
1162	352057	556086
1163	352545	556077
1164	352873	555813
1165	353194	555539
1166	353487	555221
1167	353778	554898
1168	354105	554634
1169	354389	554302
1170	354683	553984
1171	354992	553691
1172	355294	553386
1173	355603	553093
1174	355914	552802
1175	356215	552497
1176	356545	552236
1177	356854	551943
1178	357151	551631
1179	357448	551318
1180	357734	550989
1181	358033	550680
1182	358326	550362
1183	358645	550085
1184	358917	549734
1185	359219	549429
1186	359510	549109
1187	359815	548810
1188	360136	548533
1189	360442	548235
1190	360756	547949
1191	361078	547676
1192	361386	547381
1193	361678	547061
1194	362016	546812
1195	362338	546537
1196	362642	546235
1197	362943	545929
1198	363268	545660
1199	363582	545373
1200	363882	545066
1201	364151	544712
1202	364458	544415
1203	364751	544097
1204	365024	543750
1205	365304	543413
1206	365596	543094
1207	365908	542805
1208	366217	542510
1209	366526	542217
1210	366865	541967
1211	367180	541682
1212	367473	541364
1213	367748	541020
1214	368028	540684
1215	368305	540342
1216	368595	540021
1217	368902	539724
1218	369202	539417
1219	369521	539137
1220	369828	538841
1221	370131	538537
1222	370450	538258
1223	370743	537942
1224	371036	537623
1225	371336	537317
1226	371651	537032
1227	371962	536741
1228	372276	536454
1229	372564	536128
1230	372881	535846
1231	373164	535515
1232	373460	535203
1233	373765	534902
1234	374059	534587
1235	374346	534262
1236	374625	533924
1237	374927	533620
1238	375227	533314
1239	375525	533004
1240	375836	532712
1241	376133	532401
1242	376417	532071
1243	376759	531824
1244	377033	531481
1245	377330	531170
1246	377623	530853
1247	377914	530533
1248	378251	530278
1249	378565	529991
1250	378857	529673
1251	379143	529347
1252	379448	529047
1253	379708	528684
1254	380033	528413
1255	380326	528096
1256	380634	527800
1257	380933	527492
1258	381252	527212
1259	381563	526921
1260	381878	526635
1261	382204	526363
1262	382542	526109
1263	382840	525799
1264	383131	525480
1265	383429	525171
1266	383729	524863
1267	384015	524537
1268	384307	524221
1269	384619	523929
1270	384927	523634
1271	385199	523290
1272	385474	522949
1273	385772	522639
1274	386046	522298
1275	386337	521980
1276	386642	521680
1277	386954	521390
1278	387260	521091
1279	387568	520795
1280	387881	520505
1281	388169	520184
1282	388476	519885
1283	388773	519576
1284	389081	519279
1285	389387	518980
1286	389688	518675
1287	389991	518374
1288	390310	518092
1289	390668	517862
1290	390976	517566
1291	391273	517256
1292	391581	516960
1293	391870	516638
1294	392158	516317
1295	392454	516005
1296	392768	515716
1297	393055	515393
1298	393340	515067
1299	393638	514758
1300	393952	514470
1301	394254	514165
1302	394566	513874
1303	394871	513574
1304	395179	513279
1305	395461	512949
1306	395781	512668
1307	396096	512381
1308	396426	512114
1309	396732	511815
1310	397008	511478
1311	397297	511156
1312	397615	510874
1313	397930	510586
1314	398265	510325
1315	398617	510084
1316	398899	509755
1317	399181	509426
1318	399457	509088
1319	399758	508783
1320	400057	508476
1321	400339	508147
1322	400652	507856
1323	400988	507595
1324	401302	507306
1325	401596	506993
1326	401887	506675
1327	402188	506370
1328	402510	506091
1329	402811	505785
1330	403119	505489
1331	403398	505157
1332	403708	504863
1333	403987	504530
1334	404302	504242
1335	404606	503940
1336	404898	503624
1337	405184	503300
1338	405473	502980
1339	405789	502694
1340	406088	502387
1341	406391	502083
1342	406697	501785
1343	406999	501481
1344	407315	501195
1345	407635	500913
1346	407943	500616
1347	408257	500327
1348	408543	500003
1349	408841	499695
1350	409132	499378
1351	409412	499047
1352	409715	498744
1353	410009	498430
1354	410289	498100
1355	410580	497783
1356	410891	497490
1357	411201	497196
1358	411511	496902
1359	411817	496603
1360	412113	496292
1361	412416	495990
1362	412715	495681
1363	413000	495357
1364	413291	495040
1365	413606	494753
1366	413922	494466
1367	414264	494209
1368	414546	493882
1369	414838	493566
1370	415157	493282
1371	415470	492992
1372	415764	492678
1373	416072	492382
1374	416299	491990
1375	416587	491670
1376	416896	491375
1377	417220	491097
1378	417532	490804
1379	417836	490503
1380	418095	490149
1381	418391	489839
1382	418716	489562
1383	419006	489244
1384	419304	488936
1385	419598	488623
1386	419895	488314
1387	420185	487996
1388	420450	487649
1389	420751	487345
1390	421047	487035
1391	421376	486762
1392	421665	486443
1393	421976	486150
1394	422275	485843
1395	422572	485534
1396	422847	485199
1397	423160	484908
1398	423465	484608
1399	423757	484294
1400	424080	484015
1401	424379	483707
1402	424661	483381
1403	424952	483066
1404	425253	482761
1405	425562	482465
1406	425869	482167
1407	426178	481872
1408	426479	481567
1409	426798	481283
1410	427118	480999
1411	427432	480710
1412	427742	480415
1413	428043	480111
1414	428355	479818
1415	428658	479515
1416	428936	479185
1417	429248	478894
1418	429551	478590
1419	429852	478286
1420	430150	477978
1421	430495	477722
1422	430810	477433
1423	431122	477140
1424	431462	476879
1425	431754	476565
1426	432040	476243
1427	432338	475936
1428	432654	475647
1429	432946	475332
1430	433247	475028
1431	433562	474738
1432	433876	474448
1433	434162	474127
1434	434456	473815
1435	434769	473523
1436	435054	473201
1437	435344	472884
1438	435610	472541
1439	435914	472240
1440	436224	471945
1441	436536	471652
1442	436828	471339
1443	437120	471025
1444	437419	470717
1445	437729	470423
1446	438031	470119
1447	438360	469844
1448	438656	469534
1449	438967	469240
1450	439263	468931
1451	439585	468649
1452	439893	468351
1453	440198	468051
1454	440508	467756
1455	440818	467460
1456	441136	467174
1457	441434	466866
1458	441729	466555
1459	442037	466258
1460	442330	465945
1461	442651	465662
1462	442947	465351
1463	443265	465065
1464	443566	464760
1465	443842	464429
1466	444148	464130
1467	444443	463819
1468	444747	463518
1469	445048	463213
1470	445345	462905
1471	445629	462582
1472	445955	462304
1473	446288	462032
1474	446606	461745
1475	446915	461448
1476	447260	461190
1477	447539	460862
1478	447846	460564
1479	448126	460237
1480	448430	459936
1481	448850	459753
1482	449172	459470
1483	449487	459180
1484	449799	458886
1485	450138	458619
1486	450469	458345
1487	450760	458030
1488	451041	457705
1489	451355	457414
1490	451631	457084
1491	451916	456762
1492	452199	456440
1493	452502	456137
1494	452812	455840
1495	453101	455524
1496	453405	455222
1497	453744	454956
1498	454064	454669
1499	454376	454376
1500	454666	454061
1501	454993	453781
1502	455309	453491
1503	455618	453194
1504	455931	452902
1505	456235	452599
1506	456543	452301
1507	456823	451976
1508	457095	451642
1509	457412	451354
1510	457693	451029
1511	457966	450697
1512	458287	450412
1513	458581	450100
1514	458885	449798
1515	459167	449475
1516	459487	449189
1517	459776	448873
1518	460054	448545
1519	460361	448246
1520	460681	447960
1521	460974	447648
1522	461299	447366
1523	461596	447057
1524	461944	446799
1525	462240	446489
1526	462524	446168
1527	462796	445835
1528	463113	445546
1529	463432	445259
1530	463774	444993
1531	464089	444702
1532	464404	444410
1533	464720	444119
1534	465020	443814
1535	465351	443537
1536	465663	443243
1537	465973	442947
1538	466279	442647
1539	466604	442365
1540	466909	442064
1541	467249	441795
1542	467539	441480
1543	467850	441185
1544	468116	440847
1545	468398	440524
1546	468668	440191
1547	468996	439911
1548	469301	439610
1549	469612	439314
1550	469894	438992
1551	470214	438705
1552	470503	438389
1553	470786	438067
1554	471115	437788
1555	471414	437482
1556	471714	437176
1557	472006	436863
1558	472333	436582
1559	472650	436292
1560	472949	435986
1561	473257	435687
1562	473573	435396
1563	473855	435074
1564	474147	434761
1565	474441	434450
1566	474730	434134
1567	475023	433822
1568	475337	433530
1569	475659	433243
1570	475977	432954
1571	476281	432652
1572	476578	432344
1573	476879	432039
1574	477192	431745
1575	477504	431450
1576	477811	431151
1577	478108	430842
1578	478442	430568
1579	478718	430240
1580	479050	429964
1581	479384	429688
1582	479700	429396
1583	480010	429100
1584	480336	428817
1585	480687	428557
1586	481002	428265
1587	481307	427963
1588	481603	427654
1589	481927	427370
1590	482213	427051
1591	482506	426739
1592	482771	426402
1593	483073	426098
1594	483375	425794
1595	483675	425489
1596	483967	425176
1597	484287	424888
1598	484595	424588
1599	484885	424274
1600	485199	423981
1601	485480	423659
1602	485793	423364
1603	486110	423073
1604	486423	422779
1605	486729	422479
1606	487033	422176
1607	487338	421875
1608	487660	421588
1609	487933	421259
1610	488215	420937
1611	488509	420627
1612	488828	420337
1613	489100	420008
1614	489407	419708
1615	489709	419404
1616	490032	419118
1617	490357	418834
1618	490662	418533
1619	490982	418244
1620	491319	417969
1621	491658	417697
1622	491983	417412
1623	492306	417126
1624	492624	416836
1625	492923	416529
1626	493234	416233
1627	493542	415933
1628	493830	415618
1629	494136	415317
1630	494446	415020
1631	494764	414728
1632	495073	414430
1633	495344	414100
1634	495653	413802
1635	495983	413521
1636	496288	413220
1637	496564	412894
1638	496849	412576
1639	497109	412237
1640	497377	411905
1641	497658	411583
1642	497930	411255
1643	498243	410960
1644	498544	410654
1645	498821	410330
1646	499120	410024
1647	499432	409728
1648	499719	409412
1649	500032	409117
1650	500379	408850
1651	500694	408557
1652	501003	408258
1653	501311	407959
1654	501606	407650
1655	501908	407346
1656	502204	407036
1657	502514	406739
1658	502822	406440
1659	503135	406145
1660	503467	405865
1661	503766	405558
1662	504069	405255
1663	504390	404967
