iter	Passed	Remaining
1664	504704	404673
1665	505013	404374
1666	505300	404058
1667	505601	403753
1668	505907	403453
1669	506225	403161
1670	506533	402862
1671	506826	402551
1672	507113	402234
1673	507421	401936
1674	507730	401637
1675	508035	401336
1676	508335	401030
1677	508660	400744
1678	508965	400442
1679	509276	400145
1680	509580	399843
1681	509805	399478
1682	510112	399179
1683	510454	398906
1684	510741	398590
1685	511039	398283
1686	511328	397969
1687	511642	397674
1688	511949	397374
1689	512248	397068
1690	512558	396770
1691	512857	396463
1692	513179	396175
1693	513499	395885
1694	513790	395573
1695	514136	395303
1696	514471	395024
1697	514779	394724
1698	515093	394430
1699	515404	394133
1700	515721	393840
1701	516015	393529
1702	516330	393236
1703	516623	392924
1704	516933	392627
1705	517244	392329
1706	517532	392014
1707	517843	391717
1708	518174	391435
1709	518506	391154
1710	518824	390861
1711	519123	390555
1712	519439	390262
1713	519752	389965
1714	520055	389662
1715	520371	389368
1716	520689	389076
1717	520998	388777
1718	521269	388450
1719	521587	388157
1720	521897	387859
1721	522200	387556
1722	522500	387250
1723	522807	386950
1724	523094	386634
1725	523382	386320
1726	523690	386021
1727	524007	385728
1728	524306	385421
1729	524614	385121
1730	524915	384816
1731	525243	384531
1732	525570	384245
1733	525856	383929
1734	526144	383615
1735	526470	383328
1736	526778	383028
1737	527064	382713
1738	527353	382399
1739	527671	382107
1740	528026	381840
1741	528342	381547
1742	528664	381257
1743	528954	380943
1744	529280	380656
1745	529588	380357
1746	529911	380068
1747	530212	379763
1748	530528	379468
1749	530861	379186
1750	531176	378892
1751	531460	378574
1752	531771	378276
1753	532097	377989
1754	532436	377711
1755	532777	377434
1756	533099	377144
1757	533426	376857
1758	533763	376577
1759	534149	376332
1760	534627	376151
1761	534960	375868
1762	535260	375562
1763	535585	375273
1764	535896	374975
1765	536182	374659
1766	536476	374349
1767	536787	374051
1768	537090	373747
1769	537403	373449
1770	537710	373148
1771	538020	372849
1772	538316	372540
1773	538630	372243
1774	538937	371942
1775	539247	371643
1776	539551	371340
1777	539851	371033
1778	540138	370719
1779	540454	370424
1780	540758	370120
1781	541040	369802
1782	541349	369502
1783	541636	369187
1784	541949	368890
1785	542260	368591
1786	542577	368297
1787	542888	367998
1788	543198	367698
1789	543507	367399
1790	543818	367100
1791	544137	366806
1792	544435	366499
1793	544732	366191
1794	545041	365891
1795	545334	365580
1796	545634	365274
1797	545946	364976
1798	546266	364684
1799	546564	364376
1800	546865	364071
1801	547156	363759
1802	547462	363456
1803	547760	363149
1804	548064	362846
1805	548390	362557
1806	548707	362262
1807	548988	361943
1808	549288	361637
1809	549585	361329
1810	549896	361030
1811	550208	360732
1812	550539	360446
1813	550865	360157
1814	551153	359844
1815	551454	359538
1816	551740	359223
1817	552008	358896
1818	552332	358606
1819	552653	358313
1820	552947	358004
1821	553265	357709
1822	553556	357397
1823	553867	357099
1824	554171	356795
1825	554493	356503
1826	554804	356204
1827	555111	355902
1828	555413	355597
1829	555726	355300
1830	556029	354996
1831	556333	354692
1832	556623	354380
1833	556905	354062
1834	557207	353758
1835	557518	353459
1836	557830	353160
1837	558162	352875
1838	558472	352575
1839	558788	352279
1840	559122	351995
1841	559418	351686
1842	559736	351391
1843	560055	351097
1844	560373	350802
1845	560677	350499
1846	561012	350215
1847	561323	349916
1848	561637	349618
1849	561937	349312
1850	562270	349027
1851	562585	348729
1852	562897	348431
1853	563200	348127
1854	563533	347841
1855	563871	347558
1856	564179	347257
1857	564495	346961
1858	564805	346661
1859	565111	346358
1860	565447	346074
1861	565763	345778
1862	566077	345480
1863	566420	345200
1864	566729	344899
1865	567020	344588
1866	567289	344262
1867	567597	343961
1868	567893	343653
1869	568183	343340
1870	568486	343036
1871	568805	342741
1872	569114	342440
1873	569414	342134
1874	569716	341829
1875	570003	341516
1876	570315	341217
1877	570624	340916
1878	570962	340632
1879	571263	340327
1880	571554	340015
1881	571850	339706
1882	572155	339404
1883	572464	339102
1884	572765	338797
1885	573060	338488
1886	573373	338190
1887	573668	337880
1888	573979	337581
1889	574296	337285
1890	574591	336976
1891	574878	336662
1892	575200	336369
1893	575515	336071
1894	575813	335764
1895	576109	335456
1896	576390	335139
1897	576704	334841
1898	577004	334535
1899	577326	334241
1900	577630	333938
1901	577909	333619
1902	578207	333312
1903	578518	333012
1904	578824	332709
1905	579120	332401
1906	579419	332095
1907	579709	331783
1908	580012	331479
1909	580335	331186
1910	580637	330881
1911	580933	330573
1912	581229	330265
1913	581548	329969
1914	581857	329668
1915	582163	329365
1916	582487	329073
1917	582824	328788
1918	583117	328478
1919	583428	328178
1920	583768	327894
1921	584071	327590
1922	584366	327281
1923	584666	326975
1924	584991	326683
1925	585279	326370
1926	585574	326062
1927	585866	325751
1928	586180	325453
1929	586483	325148
1930	586787	324845
1931	587103	324547
1932	587422	324252
1933	587746	323959
1934	588045	323653
1935	588355	323352
1936	588678	323058
1937	588969	322748
1938	589283	322449
1939	589599	322152
1940	589925	321860
1941	590249	321567
1942	590558	321266
1943	590914	320990
1944	591216	320685
1945	591528	320385
1946	591827	320079
1947	592145	319782
1948	592435	319471
1949	592741	319168
1950	593053	318868
1951	593407	318591
1952	593736	318301
1953	594047	318001
1954	594387	317715
1955	594697	317415
1956	594993	317106
1957	595326	316818
1958	595653	316526
1959	595978	316233
1960	596295	315936
1961	596603	315634
1962	596926	315340
1963	597225	315033
1964	597525	314727
1965	597863	314440
1966	598167	314136
1967	598463	313828
1968	598771	313526
1969	599099	313234
1970	599416	312937
1971	599722	312634
1972	600042	312338
1973	600335	312028
1974	600637	311723
1975	600942	311419
1976	601205	311094
1977	601512	310791
1978	601794	310476
1979	602108	310176
1980	602403	309868
1981	602719	309570
1982	603020	309264
1983	603371	308984
1984	603712	308699
1985	604022	308398
1986	604325	308093
1987	604622	307785
1988	604954	307495
1989	605286	307205
1990	605591	306902
1991	605892	306596
1992	606197	306292
1993	606511	305993
1994	606813	305687
1995	607126	305388
1996	607435	305086
1997	607752	304788
1998	608042	304477
1999	608371	304185
2000	608674	303880
2001	608948	303561
2002	609248	303255
2003	609562	302956
2004	609856	302646
2005	610148	302336
2006	610483	302047
2007	610787	301743
2008	611078	301433
2009	611383	301129
2010	611693	300827
2011	612005	300527
2012	612314	300225
2013	612634	299929
2014	612959	299635
2015	613279	299338
2016	613606	299045
2017	613927	298749
2018	614240	298449
2019	614516	298131
2020	614815	297825
2021	615114	297518
2022	615447	297227
2023	615749	296922
2024	616055	296619
2025	616366	296318
2026	616704	296030
2027	617011	295727
2028	617308	295419
2029	617621	295119
2030	617908	294807
2031	618226	294509
2032	618502	294191
2033	618804	293886
2034	619092	293574
2035	619397	293270
2036	619689	292960
2037	620009	292663
2038	620328	292366
2039	620633	292062
2040	620933	291756
2041	621254	291460
2042	621557	291155
2043	621859	290850
2044	622174	290551
2045	622492	290253
2046	622796	289948
2047	623099	289644
2048	623409	289342
2049	623714	289038
2050	624018	288734
2051	624333	288434
2052	624646	288134
2053	624936	287823
2054	625256	287526
2055	625562	287223
2056	625891	286930
2057	626201	286628
2058	626529	286335
2059	626833	286030
2060	627137	285726
2061	627405	285405
2062	627715	285104
2063	628037	284807
2064	628359	284511
2065	628681	284215
2066	628976	283906
2067	629277	283600
2068	629592	283301
2069	629887	282992
2070	630201	282693
2071	630524	282396
2072	630841	282098
2073	631143	281793
2074	631439	281485
2075	631767	281191
2076	632077	280889
2077	632391	280589
2078	632718	280295
2079	633019	279989
2080	633321	279684
2081	633615	279375
2082	633914	279068
2083	634211	278761
2084	634524	278460
2085	634820	278152
2086	635176	277870
2087	635494	277572
2088	635778	277258
2089	636066	276947
2090	636374	276645
2091	636686	276344
2092	636990	276039
2093	637295	275735
2094	637612	275436
2095	637930	275138
2096	638226	274830
2097	638526	274523
2098	638857	274230
2099	639182	273935
2100	639516	273643
2101	639820	273339
2102	640151	273045
2103	640467	272746
2104	640789	272449
2105	641095	272146
2106	641388	271836
2107	641688	271530
2108	641990	271224
2109	642306	270925
2110	642656	270640
2111	642946	270329
2112	643227	270015
2113	643565	269725
2114	643867	269419
2115	644167	269113
2116	644484	268814
2117	644801	268514
2118	645113	268213
2119	645414	267908
2120	645705	267598
2121	646006	267292
2122	646307	266985
2123	646594	266674
2124	646913	266376
2125	647237	266079
2126	647536	265773
2127	647859	265476
2128	648175	265176
2129	648483	264873
2130	648797	264572
2131	649104	264269
2132	649426	263972
2133	649744	263673
2134	650051	263369
2135	650376	263073
2136	650703	262778
2137	651027	262481
2138	651316	262170
2139	651630	261870
2140	651939	261567
2141	652236	261259
2142	652511	260943
2143	652806	260635
2144	653123	260335
2145	653420	260028
2146	653689	259709
2147	654001	259408
2148	654296	259100
2149	654589	258791
2150	654889	258485
2151	655210	258187
2152	655495	257874
2153	655835	257584
2154	656135	257278
2155	656448	256976
2156	656751	256672
2157	657069	256372
2158	657361	256063
2159	657666	255759
2160	657968	255453
2161	658280	255152
2162	658596	254852
2163	658885	254541
2164	659189	254237
2165	659504	253936
2166	659790	253624
2167	660110	253326
2168	660437	253030
2169	660756	252731
2170	661073	252431
2171	661396	252134
2172	661687	251825
2173	662023	251532
2174	662357	251239
2175	662677	250940
2176	663022	250651
2177	663344	250352
2178	663677	250059
2179	663995	249759
2180	664298	249454
2181	664636	249162
2182	664960	248865
2183	665269	248562
2184	665582	248260
2185	665905	247962
2186	666210	247658
2187	666477	247339
2188	666778	247034
2189	667096	246734
2190	667408	246432
2191	667726	246132
2192	668039	245831
2193	668340	245525
2194	668648	245221
2195	668930	244909
2196	669237	244605
2197	669553	244304
2198	669854	243998
2199	670170	243698
2200	670470	243392
2201	670776	243087
2202	671104	242791
2203	671400	242484
2204	671726	242187
2205	672031	241882
2206	672345	241581
2207	672646	241275
2208	672964	240975
2209	673279	240674
2210	673590	240372
2211	673885	240064
2212	674183	239756
2213	674501	239457
2214	674812	239154
2215	675117	238850
2216	675416	238543
2217	675717	238237
2218	676011	237929
2219	676336	237631
2220	676632	237323
2221	676939	237020
2222	677245	236716
2223	677552	236412
2224	677863	236109
2225	678168	235805
2226	678506	235512
2227	678813	235208
2228	679104	234898
2229	679414	234595
2230	679729	234294
2231	680032	233989
2232	680334	233684
2233	680639	233379
2234	680925	233068
2235	681232	232764
2236	681527	232456
2237	681835	232153
2238	682163	231856
2239	682461	231549
2240	682767	231245
2241	683054	230934
2242	683379	230636
2243	683691	230334
2244	683988	230027
2245	684298	229724
2246	684627	229427
2247	684941	229126
2248	685251	228823
2249	685563	228521
2250	685909	228230
2251	686219	227927
2252	686526	227623
2253	686831	227318
2254	687135	227013
2255	687446	226711
2256	687744	226404
2257	688072	226107
2258	688393	225807
2259	688689	225500
2260	689000	225197
2261	689318	224896
2262	689609	224587
2263	689918	224284
2264	690236	223983
2265	690603	223699
2266	690905	223393
2267	691213	223090
2268	691522	222786
2269	691826	222481
2270	692124	222174
2271	692428	221869
2272	692771	221577
2273	693063	221268
2274	693352	220958
2275	693649	220651
2276	693997	220360
2277	694293	220052
2278	694608	219751
2279	694904	219443
2280	695232	219146
2281	695528	218838
2282	695844	218537
2283	696183	218243
2284	696500	217942
2285	696806	217637
2286	697128	217338
2287	697439	217035
2288	697743	216730
2289	698060	216429
2290	698379	216128
2291	698703	215829
2292	699006	215524
2293	699308	215218
2294	699614	214914
2295	699911	214607
2296	700222	214304
2297	700519	213996
2298	700830	213693
2299	701123	213385
2300	701431	213081
2301	701735	212776
2302	702037	212470
2303	702349	212168
2304	702649	211861
2305	702946	211554
2306	703262	211253
2307	703584	210953
2308	703886	210647
2309	704170	210336
2310	704456	210026
2311	704760	209721
2312	705070	209417
2313	705362	209109
2314	705713	208817
2315	706035	208518
2316	706338	208212
2317	706639	207907
2318	706964	207608
2319	707280	207306
2320	707588	207002
2321	707903	206700
2322	708190	206390
2323	708476	206080
2324	708790	205777
2325	709096	205473
2326	709408	205170
2327	709714	204866
2328	710014	204559
2329	710335	204259
2330	710650	203957
2331	711021	203671
2332	711335	203369
2333	711610	203055
2334	711921	202752
2335	712228	202448
2336	712536	202144
2337	712837	201838
2338	713129	201529
2339	713436	201225
2340	713743	200921
2341	714073	200623
2342	714452	200339
2343	714768	200037
2344	715095	199738
2345	715363	199423
2346	715668	199118
2347	716005	198822
2348	716406	198544
2349	716856	198279
2350	717253	197999
2351	717565	197696
2352	717861	197389
2353	718169	197084
2354	718489	196783
2355	718849	196493
2356	719149	196187
2357	719442	195878
2358	719749	195574
2359	720047	195267
2360	720352	194961
2361	720657	194656
2362	720964	194352
2363	721271	194047
2364	721574	193741
2365	721851	193429
2366	722158	193124
2367	722468	192821
2368	722780	192517
2369	723072	192209
2370	723361	191899
2371	723654	191591
2372	723961	191286
2373	724267	190982
2374	724569	190676
2375	724865	190368
2376	725166	190062
2377	725467	189756
2378	725760	189448
2379	726106	189153
2380	726416	188850
2381	726748	188551
2382	727072	188251
2383	727404	187953
2384	727736	187655
2385	728048	187351
2386	728343	187044
2387	728659	186741
2388	728997	186445
2389	729288	186136
2390	729599	185832
2391	729921	185531
2392	730267	185237
2393	730570	184931
2394	730883	184628
2395	731208	184328
2396	731462	184009
2397	731748	183699
2398	732076	183400
2399	732387	183096
2400	732706	182795
2401	733001	182487
2402	733319	182185
2403	733633	181882
2404	733935	181576
2405	734241	181271
2406	734539	180964
2407	734853	180661
2408	735165	180358
2409	735473	180053
2410	735777	179748
2411	736100	179447
2412	736385	179137
2413	736700	178834
2414	737010	178530
2415	737358	178235
2416	737651	177927
2417	737954	177621
2418	738244	177312
2419	738548	177007
2420	738861	176704
2421	739188	176404
2422	739496	176099
2423	739757	175783
2424	740034	175472
2425	740351	175169
2426	740642	174861
2427	740943	174555
2428	741260	174252
2429	741557	173945
2430	741858	173639
2431	742162	173333
2432	742471	173029
2433	742773	172723
2434	743104	172424
2435	743434	172125
2436	743749	171822
2437	744042	171514
2438	744352	171210
2439	744649	170903
2440	744940	170594
2441	745267	170294
2442	745588	169992
2443	745909	169691
2444	746227	169389
2445	746516	169080
2446	746865	168784
2447	747208	168488
2448	747517	168183
2449	747834	167881
2450	748135	167575
2451	748462	167274
2452	748791	166974
2453	749139	166679
2454	749431	166370
2455	749743	166067
2456	750045	165761
2457	750376	165461
2458	750710	165162
2459	751039	164862
2460	751344	164557
2461	751640	164249
2462	751926	163940
2463	752229	163634
2464	752578	163338
2465	752913	163039
2466	753222	162735
2467	753528	162429
2468	753842	162126
2469	754137	161818
2470	754448	161514
2471	754762	161211
2472	755065	160905
2473	755361	160598
2474	755658	160291
2475	755971	159987
2476	756308	159688
2477	756626	159386
2478	756949	159084
2479	757268	158782
2480	757572	158476
2481	757909	158177
2482	758201	157869
2483	758510	157565
2484	758809	157258
2485	759172	156964
2486	759493	156662
2487	759799	156357
2488	760105	156052
2489	760435	155751
2490	760720	155442
2491	761027	155137
2492	761347	154834
2493	761654	154529
2494	761957	154223
2495	762258	153917
2496	762589	153617
2497	762924	153317
2498	763202	153007
2499	763507	152701
2500	763809	152395
2501	764139	152094
2502	764440	151788
2503	764742	151482
2504	765038	151175
2505	765357	150872
2506	765663	150567
2507	765956	150259
2508	766272	149955
2509	766557	149646
2510	766872	149343
2511	767159	149034
2512	767493	148734
2513	767825	148434
2514	768098	148122
2515	768383	147813
2516	768691	147508
2517	769005	147204
2518	769312	146899
2519	769619	146594
2520	769944	146292
2521	770247	145986
2522	770556	145681
2523	770890	145381
2524	771203	145077
2525	771518	144774
2526	771831	144470
2527	772141	144165
2528	772441	143859
2529	772750	143554
2530	773080	143253
2531	773359	142943
2532	773635	142632
2533	773952	142329
2534	774257	142023
2535	774547	141715
2536	774843	141408
2537	775155	141103
2538	775479	140801
2539	775807	140500
2540	776110	140194
2541	776412	139888
2542	776723	139584
2543	777045	139281
2544	777344	138975
2545	777635	138667
2546	777936	138360
2547	778252	138057
2548	778556	137751
2549	778873	137448
2550	779192	137145
2551	779487	136837
2552	779790	136532
2553	780074	136222
2554	780405	135921
2555	780724	135618
2556	781031	135313
2557	781335	135008
2558	781664	134706
2559	781986	134403
2560	782288	134097
2561	782581	133790
2562	782902	133487
2563	783201	133180
2564	783499	132874
2565	783813	132570
2566	784137	132267
2567	784420	131958
2568	784741	131655
2569	785030	131347
2570	785354	131045
2571	785652	130738
2572	785937	130429
2573	786230	130122
2574	786554	129819
2575	786879	129517
2576	787170	129209
2577	787456	128900
2578	787769	128596
2579	788091	128293
2580	788426	127993
2581	788750	127690
2582	789047	127383
2583	789355	127078
2584	789666	126774
2585	789985	126470
2586	790313	126169
2587	790639	125866
2588	790955	125563
2589	791273	125259
2590	791558	124950
2591	791867	124645
2592	792184	124342
2593	792520	124041
2594	792839	123737
2595	793163	123435
2596	793485	123132
2597	793798	122827
2598	794120	122524
2599	794448	122222
2600	794760	121918
2601	795052	121610
2602	795377	121307
2603	795700	121005
2604	795969	120694
2605	796288	120390
2606	796598	120085
2607	796913	119781
2608	797234	119478
2609	797549	119174
2610	797843	118866
2611	798176	118565
2612	798493	118261
2613	798780	117953
2614	799090	117648
2615	799412	117344
2616	799733	117041
2617	800046	116737
2618	800354	116431
2619	800648	116124
2620	800924	115814
2621	801233	115509
2622	801517	115200
2623	801810	114893
2624	802142	114591
2625	802440	114285
2626	802766	113982
2627	803074	113677
2628	803355	113368
2629	803665	113063
2630	803971	112757
2631	804287	112453
2632	804587	112147
2633	804907	111843
2634	805186	111534
2635	805461	111224
2636	805767	110919
2637	806069	110613
2638	806367	110306
2639	806673	110000
2640	806978	109695
2641	807273	109388
2642	807578	109082
2643	807856	108773
2644	808152	108466
2645	808462	108161
2646	808782	107858
2647	809089	107552
2648	809424	107251
2649	809737	106946
2650	810031	106639
2651	810360	106336
2652	810672	106032
2653	810993	105728
2654	811301	105423
2655	811588	105115
2656	811895	104810
2657	812209	104505
2658	812522	104200
2659	812825	103895
2660	813119	103587
2661	813382	103276
2662	813694	102972
2663	813998	102666
2664	814300	102360
2665	814621	102056
2666	814935	101752
2667	815234	101445
2668	815538	101140
2669	815858	100836
2670	816161	100530
2671	816480	100226
2672	816783	99920
2673	817076	99613
2674	817381	99308
2675	817697	99003
2676	818006	98698
2677	818291	98390
2678	818581	98083
2679	818879	97776
2680	819190	97471
2681	819515	97168
2682	819812	96861
2683	820109	96555
2684	820428	96251
2685	820735	95945
2686	821049	95641
2687	821362	95336
2688	821656	95029
2689	821950	94722
2690	822257	94417
2691	822571	94112
2692	822890	93808
2693	823195	93503
2694	823520	93199
2695	823844	92896
2696	824150	92590
2697	824451	92284
2698	824739	91977
2699	825043	91671
2700	825340	91365
2701	825662	91061
2702	825956	90754
2703	826263	90448
2704	826549	90141
2705	826864	89836
2706	827139	89527
2707	827477	89225
2708	827802	88922
2709	828105	88616
2710	828434	88313
2711	828729	88006
2712	829024	87699
2713	829332	87394
2714	829654	87090
2715	829953	86784
2716	830256	86478
2717	830559	86172
2718	830869	85867
2719	831181	85562
2720	831492	85257
2721	831787	84951
2722	832119	84648
2723	832421	84342
2724	832710	84034
2725	833007	83728
2726	833329	83424
2727	833620	83117
2728	833956	82814
2729	834284	82511
2730	834583	82205
2731	834890	81899
2732	835195	81594
2733	835521	81290
2734	835829	80985
2735	836127	80678
2736	836438	80373
2737	836771	80070
2738	837077	79765
2739	837389	79460
2740	837703	79155
2741	838001	78849
2742	838293	78542
2743	838575	78234
2744	838883	77929
2745	839173	77622
2746	839485	77317
2747	839784	77010
2748	840091	76705
2749	840387	76398
2750	840688	76092
2751	840999	75787
2752	841306	75482
2753	841612	75176
2754	841918	74871
2755	842234	74566
2756	842554	74262
2757	842850	73955
2758	843151	73649
2759	843470	73345
2760	843764	73038
2761	844104	72735
2762	844406	72430
2763	844724	72125
2764	845031	71820
2765	845324	71513
2766	845634	71208
2767	845947	70903
2768	846253	70597
2769	846538	70290
2770	846863	69986
2771	847192	69682
2772	847508	69377
2773	847803	69071
2774	848098	68764
2775	848424	68460
2776	848831	68163
2777	849420	67880
2778	849908	67589
2779	850271	67287
2780	850629	66985
2781	851074	66690
2782	851426	66388
2783	851858	66092
2784	852208	65789
2785	852520	65484
2786	852829	65178
2787	853152	64873
2788	853459	64567
2789	853744	64260
2790	854047	63954
2791	854372	63649
2792	854692	63344
2793	855022	63040
2794	855361	62736
2795	855689	62432
2796	856022	62128
2797	856383	61826
2798	856690	61520
2799	856986	61213
2800	857280	60906
2801	857610	60602
2802	857940	60297
2803	858234	59990
2804	858523	59683
2805	858835	59377
2806	859166	59073
2807	859482	58768
2808	859796	58462
2809	860119	58157
2810	860432	57851
2811	860739	57545
2812	861024	57238
2813	861356	56933
2814	861657	56627
2815	861982	56322
2816	862281	56016
2817	862613	55711
2818	862947	55407
2819	863301	55104
2820	863571	54795
2821	863883	54490
2822	864212	54185
2823	864538	53880
2824	864835	53573
2825	865135	53267
2826	865437	52961
2827	865733	52654
2828	866030	52347
2829	866345	52041
2830	866639	51735
2831	866942	51428
2832	867252	51122
2833	867549	50816
2834	867856	50510
2835	868163	50204
2836	868479	49898
2837	868769	49591
2838	869060	49284
2839	869361	48978
2840	869689	48673
2841	869957	48364
2842	870289	48060
2843	870595	47754
2844	870906	47448
2845	871212	47142
2846	871521	46836
2847	871831	46530
2848	872159	46225
2849	872493	45920
2850	872785	45613
2851	873099	45308
2852	873417	45002
2853	873728	44696
2854	874030	44390
2855	874345	44084
2856	874645	43778
2857	874954	43472
2858	875255	43165
2859	875566	42859
2860	875880	42554
2861	876176	42247
2862	876480	41941
2863	876779	41634
2864	877124	41330
2865	877429	41024
2866	877754	40718
2867	878069	40413
2868	878388	40107
2869	878669	39800
2870	878986	39494
2871	879321	39189
2872	879632	38883
2873	879944	38577
2874	880267	38272
2875	880580	37966
2876	880874	37659
2877	881179	37353
2878	881502	37048
2879	881832	36743
2880	882164	36437
2881	882468	36131
2882	882778	35825
2883	883074	35518
2884	883387	35213
2885	883671	34905
2886	884026	34601
2887	884333	34295
2888	884636	33989
2889	884959	33683
2890	885305	33378
2891	885622	33073
2892	885930	32766
2893	886230	32460
2894	886520	32153
2895	886827	31847
2896	887146	31541
2897	887450	31235
2898	887739	30928
2899	888043	30622
2900	888354	30316
2901	888636	30009
2902	888959	29703
2903	889263	29397
2904	889510	29088
2905	889846	28783
2906	890150	28477
2907	890468	28171
2908	890839	27867
2909	891152	27561
2910	891449	27254
2911	891753	26948
2912	892093	26643
2913	892393	26336
2914	892700	26030
2915	893049	25725
2916	893350	25419
2917	893659	25113
2918	893963	24806
2919	894312	24501
2920	894621	24195
2921	894956	23890
2922	895277	23584
2923	895584	23277
2924	895887	22971
2925	896194	22665
2926	896481	22358
2927	896847	22053
2928	897171	21747
2929	897471	21441
2930	897769	21134
2931	898094	20828
2932	898479	20524
2933	898897	20220
2934	899217	19914
2935	899530	19608
2936	899824	19301
2937	900144	18995
2938	900457	18689
2939	900771	18383
2940	901082	18076
2941	901431	17771
2942	901710	17464
2943	902019	17157
2944	902326	16851
2945	902627	16545
2946	902937	16238
2947	903250	15932
2948	903554	15626
2949	903856	15319
2950	904161	15013
2951	904456	14706
2952	904746	14399
2953	905033	14093
2954	905344	13786
2955	905639	13480
2956	905948	13174
2957	906251	12867
2958	906543	12561
2959	906873	12255
2960	907186	11948
2961	907481	11642
2962	907788	11335
2963	908100	11029
2964	908434	10723
2965	908732	10417
2966	909039	10110
2967	909346	9804
2968	909653	9497
2969	909971	9191
2970	910284	8885
2971	910598	8578
2972	910891	8272
2973	911196	7966
2974	911519	7659
2975	911837	7353
2976	912128	7047
2977	912437	6740
2978	912746	6434
2979	913063	6127
2980	913375	5821
2981	913678	5515
2982	913960	5208
2983	914258	4902
2984	914578	4595
2985	914905	4289
2986	915199	3983
2987	915534	3676
2988	915824	3370
2989	916136	3064
2990	916473	2757
2991	916782	2451
2992	917103	2144
2993	917413	1838
2994	917739	1532
2995	918057	1225
2996	918349	919
2997	918641	612
2998	918962	306
2999	919302	0
