iter	Logloss
390	0.2610634628
391	0.2610187174
392	0.2609960404
393	0.2608937096
394	0.26086157
395	0.2608178992
396	0.2607718462
397	0.2607278384
398	0.2606308951
399	0.2605734683
400	0.2604624881
401	0.2604069422
402	0.2603549246
403	0.260313358
404	0.2602890034
405	0.2602595886
406	0.2602174963
407	0.260174729
408	0.2601557851
409	0.2600348005
410	0.2599547631
411	0.2599208598
412	0.2598769076
413	0.2598063136
414	0.2597748063
415	0.2597412837
416	0.259687471
417	0.2596321929
418	0.2596042526
419	0.2595553756
420	0.2595260708
421	0.2594774323
422	0.2594172231
423	0.2593675553
424	0.2593490797
425	0.2592672058
426	0.2592359271
427	0.2592011186
428	0.2591422685
429	0.2590482212
430	0.2589937566
431	0.2589141006
432	0.2588742784
433	0.258843973
434	0.2588193319
435	0.2587755794
436	0.2587290996
437	0.2587029978
438	0.2586636839
439	0.258640745
440	0.2586110318
441	0.258529359
442	0.2584686384
443	0.2584277171
444	0.2583479351
445	0.2582521829
446	0.2582198482
447	0.2581122849
448	0.2580447066
449	0.2579963857
450	0.2579752214
451	0.25787274
452	0.2577455658
453	0.2577120984
454	0.2576622862
455	0.2576101675
456	0.2575727564
457	0.2575292839
458	0.2574262186
459	0.2573273321
460	0.2572594541
461	0.2571481866
462	0.2570680343
463	0.257019607
464	0.2569774517
465	0.256941343
466	0.2568958395
467	0.2568026404
468	0.2567660551
469	0.2566821026
470	0.2566334483
471	0.2565612081
472	0.2564893275
473	0.2563980277
474	0.2563602034
475	0.256335193
476	0.2562749027
477	0.2562205295
478	0.256187253
479	0.2561576896
480	0.2561222659
481	0.2560669317
482	0.2560362175
483	0.2560012557
484	0.2559690596
485	0.2558982415
486	0.2558452044
487	0.2558097392
488	0.2557079054
489	0.2556125947
490	0.2555761825
491	0.2555340625
492	0.2554832055
493	0.2554251072
494	0.2553411827
495	0.2552948721
496	0.2551987516
497	0.2551660486
498	0.2551323743
499	0.2550975832
500	0.2550752667
501	0.2550073226
502	0.2549757064
503	0.2549452613
504	0.2549163252
505	0.2548799173
506	0.2547861359
507	0.2547561821
508	0.2546851294
509	0.2546548237
510	0.2546189387
511	0.254526781
512	0.2544321892
513	0.2543791953
514	0.2542885847
515	0.2542447037
516	0.2541788082
517	0.2541529056
518	0.254080796
519	0.2540538126
520	0.2539651099
521	0.2538818469
522	0.2538587361
523	0.2537826009
524	0.2537426869
525	0.2537039609
526	0.2536573069
527	0.253622932
528	0.2535372823
529	0.2534904384
530	0.253450031
531	0.2534059917
532	0.2533257395
533	0.253296921
534	0.2532117546
535	0.2531339103
536	0.2530868426
537	0.2530582822
538	0.2530148606
539	0.252992073
540	0.2529688155
541	0.2529109982
542	0.2528605591
543	0.2528050608
544	0.2527297861
545	0.2526799112
546	0.2526045055
547	0.2525624208
548	0.2525299723
549	0.2525080448
550	0.2524423991
551	0.2523865166
552	0.2523602283
553	0.2523257943
554	0.2523066065
555	0.2522313296
556	0.2521547121
557	0.2521074993
558	0.2520853356
559	0.2520137165
560	0.251989599
561	0.2519331775
562	0.2518796261
563	0.2518513489
564	0.2518135638
565	0.2517842401
566	0.2517506231
567	0.2516989095
568	0.2516314907
569	0.2515892088
570	0.2515613033
571	0.251536705
572	0.251505588
573	0.251475994
574	0.2514537321
575	0.2513826106
576	0.2513079436
577	0.2512741519
578	0.2512309528
579	0.2511964831
580	0.2511731132
581	0.2511074471
582	0.2510623324
583	0.2510410451
584	0.2509876583
585	0.2509293222
586	0.2508574361
587	0.2508376065
588	0.2508125111
589	0.2507921511
590	0.2507676891
591	0.2507122129
592	0.2506422375
593	0.2505775533
594	0.2505534469
595	0.2505116176
596	0.250447439
597	0.2504163803
598	0.2503955598
599	0.2503738201
600	0.2503507873
601	0.2503195187
602	0.2502953106
603	0.2502321619
604	0.2502101955
605	0.2501812805
606	0.2501222176
607	0.250061928
608	0.2500362236
609	0.2500146859
610	0.2499731757
611	0.2499514555
612	0.2499142142
613	0.2498744192
614	0.2498470973
615	0.2497986519
616	0.2497482299
617	0.249709984
618	0.2496903257
619	0.2496603989
620	0.2496017628
621	0.2495450454
622	0.2495249019
623	0.2494624347
624	0.2494255711
625	0.2494019544
626	0.2493824604
627	0.2493132078
628	0.2492726123
629	0.2492211611
630	0.2491944765
631	0.2491713498
632	0.249149951
633	0.2491166117
634	0.2490533218
635	0.2490123142
636	0.2489457208
637	0.2488943459
638	0.248852365
639	0.248824821
640	0.2487716452
641	0.2487510214
642	0.2487286512
643	0.2487030869
644	0.248685622
645	0.2486528474
646	0.2486056574
647	0.2485517563
648	0.2485300029
649	0.2484604868
650	0.2484211687
651	0.248391767
652	0.2483656278
653	0.2483425786
654	0.2483201939
655	0.2483005227
656	0.2482562304
657	0.2481970841
658	0.2481769953
659	0.2481486093
660	0.2481241259
661	0.2480963931
662	0.2480490354
663	0.2479939608
664	0.2479621525
665	0.2478813323
666	0.2478163524
667	0.2477795814
668	0.2477618714
669	0.2477284919
670	0.2477128881
671	0.2476599449
672	0.2476069298
673	0.2475850059
674	0.2475667327
675	0.2475452522
676	0.2474921183
677	0.2474681852
678	0.2474338678
679	0.2473621729
680	0.2473147174
681	0.2472627558
682	0.2472397665
683	0.2471939574
684	0.2471744293
685	0.2471549192
686	0.2471148444
687	0.2470365169
688	0.2469586664
689	0.2468951489
690	0.2468736656
691	0.2468526028
692	0.2468065004
693	0.2467525305
694	0.2467265681
695	0.2466822338
696	0.2466220694
697	0.2465984941
698	0.246572584
699	0.2465474035
700	0.2465259522
701	0.2464780581
702	0.2464404364
703	0.24640656
704	0.2463731236
705	0.2463558168
706	0.2463110248
707	0.2462758501
708	0.2462029033
709	0.246130098
710	0.2461041189
711	0.2460854836
712	0.2460645047
713	0.2460321115
714	0.2459731949
715	0.2459056299
716	0.2458504815
717	0.2458034133
718	0.2457876359
719	0.2457283548
720	0.2456925923
721	0.2456717563
722	0.2456529485
723	0.2456053219
724	0.2455745087
725	0.2455580652
726	0.2455181078
727	0.2454972533
728	0.2454513624
729	0.2454247733
730	0.2453587204
731	0.2453357102
732	0.2452709089
733	0.2452474751
734	0.2452043974
735	0.2451880749
736	0.2451706323
737	0.2451440254
738	0.2450925014
739	0.2450535077
740	0.2450085787
741	0.2449649643
742	0.2449041901
743	0.244845437
744	0.2448241015
745	0.2447917251
746	0.2447360399
747	0.2447142208
748	0.2446933857
749	0.244667501
750	0.2446504321
751	0.2446137711
752	0.2445796253
753	0.2445439033
754	0.2444994409
755	0.2444744537
756	0.2444597423
757	0.2444447091
758	0.2444171322
759	0.2443860474
760	0.2443435111
761	0.2443137707
762	0.2442694137
763	0.244225185
764	0.2441895154
765	0.2441535875
766	0.2440988234
767	0.2440472411
768	0.244006623
769	0.2439363797
770	0.243919362
771	0.243896203
772	0.2438618604
773	0.2438441455
774	0.243795666
775	0.243778297
776	0.2437551789
777	0.2437151851
778	0.2436733993
779	0.2436543304
780	0.2436128018
781	0.2435829784
782	0.243542642
783	0.2434768236
784	0.2434551277
785	0.2434189105
786	0.2434005356
787	0.2433823776
788	0.2433462515
789	0.2433312265
790	0.2433036397
791	0.2432757811
792	0.2432534542
793	0.2432358579
794	0.2432193585
795	0.2431994594
796	0.2431844006
797	0.2431682004
798	0.2431331328
799	0.2431100159
800	0.2430786441
801	0.2430402991
802	0.2429991765
803	0.2429721569
804	0.2429497636
805	0.242926775
806	0.2429048652
807	0.2428809927
808	0.2428525501
809	0.2428248479
810	0.24279226
811	0.2427767967
812	0.2427614759
813	0.2427420301
814	0.2427144396
815	0.2426835905
816	0.2426582967
817	0.2426363915
818	0.2426158639
819	0.2425714947
820	0.2425553819
821	0.2425378757
822	0.2424977501
823	0.2424731673
824	0.2424491726
825	0.2424332402
826	0.2424178671
827	0.2423913377
828	0.2423741172
829	0.2423341547
830	0.2422725147
831	0.2422548871
832	0.2422247027
833	0.2421878491
834	0.2421442231
835	0.242114239
836	0.2420756183
837	0.2420562933
838	0.2420275258
839	0.2419923101
840	0.2419540728
841	0.2419376544
842	0.2419224757
843	0.2419086923
844	0.2418735858
845	0.2418417055
846	0.241817045
847	0.2417881294
848	0.2417410432
849	0.2416675131
850	0.2416145377
851	0.2415771661
852	0.2415573593
853	0.2415335361
854	0.2415048195
855	0.2414758852
856	0.2414196954
857	0.241378408
858	0.2413642822
859	0.2413240212
860	0.2412846763
861	0.2412617226
862	0.2412362479
863	0.2412210953
864	0.2412010328
865	0.2411799537
866	0.2411546851
867	0.2411375174
868	0.2410935387
869	0.2410600625
870	0.2410329759
871	0.2410063006
872	0.2409915769
873	0.2409728979
874	0.2409347124
875	0.2409158616
876	0.2408880825
877	0.2408601647
878	0.2408219735
879	0.2407974362
880	0.2407751716
881	0.2407592869
882	0.2407350643
883	0.2407014578
884	0.2406709604
885	0.2406398401
886	0.2406169494
887	0.240600945
888	0.2405844773
889	0.2405719632
890	0.2405246979
891	0.2404925711
892	0.2404737717
893	0.2404368879
894	0.2404105816
895	0.2403929568
896	0.240357157
897	0.2403371179
898	0.2403210785
899	0.2402905871
900	0.2402739255
901	0.2402468712
902	0.2402167428
903	0.240190241
904	0.240169659
905	0.2401259798
906	0.240109899
907	0.2400871127
908	0.2400722274
909	0.2400544126
910	0.2400417668
911	0.2400228855
912	0.2399883187
913	0.2399571797
914	0.2399213078
915	0.2398895118
916	0.2398558298
917	0.2398416413
918	0.2398279289
919	0.2398099
920	0.2397862974
921	0.2397650968
922	0.2397127175
923	0.2396914466
924	0.2396714859
925	0.2396545455
926	0.2396375751
927	0.2396156695
928	0.2396033513
929	0.2395891901
930	0.2395716239
931	0.2395221039
932	0.2394825662
933	0.239451973
934	0.2394250456
935	0.2393926568
936	0.2393436357
937	0.2393231926
938	0.2392950553
939	0.2392788147
940	0.2392592726
941	0.2392273639
942	0.2392152382
943	0.2391999628
944	0.2391650507
945	0.2391471299
946	0.2391269299
947	0.2390949561
948	0.2390732976
949	0.2390528547
950	0.2390134456
951	0.2389836024
952	0.2389629095
953	0.2389488232
954	0.2389218559
955	0.2389018649
956	0.2388879228
957	0.2388727147
958	0.2388456343
959	0.2388299614
960	0.2388112719
961	0.238778934
962	0.2387350536
963	0.2387178887
964	0.2386980859
965	0.2386840081
966	0.2386564503
967	0.2386164613
968	0.2385687105
969	0.2385441511
970	0.2385232395
971	0.2384952632
972	0.2384600677
973	0.2384332767
974	0.2384116901
975	0.238396853
976	0.2383517362
977	0.238331558
978	0.238310571
979	0.2382917333
980	0.2382781468
981	0.2382531521
982	0.2382389062
983	0.2382258134
984	0.2382117589
985	0.2381976299
986	0.2381834633
987	0.2381704007
988	0.2381415737
989	0.2381203024
990	0.2380999945
991	0.2380722139
992	0.2380444173
993	0.2380012919
994	0.2379595583
995	0.2379458786
996	0.2379316568
997	0.237903215
998	0.2378800385
999	0.2378685775
1000	0.2378529026
1001	0.237812642
1002	0.237796413
1003	0.2377638129
1004	0.2377465014
1005	0.2377271457
1006	0.2377060635
1007	0.2376766494
1008	0.2376593836
1009	0.2376434437
1010	0.2376311657
1011	0.237618705
1012	0.2375810364
1013	0.237565308
1014	0.2375339702
1015	0.2375076623
1016	0.237469317
1017	0.2374506131
1018	0.2374326584
1019	0.2374130527
1020	0.2373975613
1021	0.2373842514
1022	0.2373704468
1023	0.2373594637
1024	0.2373430795
1025	0.2373211971
1026	0.2373033732
1027	0.2372854618
1028	0.2372672445
1029	0.2372531156
1030	0.2372296235
1031	0.2372168516
1032	0.237200914
1033	0.2371794598
1034	0.2371360844
1035	0.2371028591
1036	0.2370865597
1037	0.2370736955
1038	0.2370589382
1039	0.237041908
1040	0.237025458
1041	0.2370118234
1042	0.2369808745
1043	0.2369536676
1044	0.2369412795
1045	0.2369057851
1046	0.2368891657
1047	0.2368762752
1048	0.2368595903
1049	0.2368227985
1050	0.2367891265
1051	0.2367637045
1052	0.2367478173
1053	0.2366823176
1054	0.2366668284
1055	0.2366536114
1056	0.2366407701
1057	0.2366249018
1058	0.2366016643
1059	0.2365757122
1060	0.2365505122
1061	0.2365364423
1062	0.2365197323
1063	0.2364970192
1064	0.2364756138
1065	0.2364638579
1066	0.2364404567
1067	0.2364082241
1068	0.2363898653
1069	0.2363702222
1070	0.2363252642
1071	0.2363050117
1072	0.2362717766
1073	0.2362498527
1074	0.2362277884
1075	0.2361944218
1076	0.2361826875
1077	0.2361696469
1078	0.2361329414
1079	0.2360894203
1080	0.2360704198
1081	0.2360482962
1082	0.2360230668
1083	0.2360060945
1084	0.2359831631
1085	0.2359686275
1086	0.2359549363
1087	0.2359294959
1088	0.2358909878
1089	0.2358718754
1090	0.2358609784
1091	0.2358439728
1092	0.2358330735
1093	0.2358094066
1094	0.2357953109
1095	0.2357559304
1096	0.2357296514
1097	0.2357050324
1098	0.2356939522
1099	0.2356791178
1100	0.2356538934
1101	0.235638948
1102	0.2356108405
1103	0.2355980551
1104	0.2355835526
1105	0.2355588933
1106	0.2355498424
1107	0.2355366684
1108	0.2355166359
1109	0.2354911441
1110	0.235471248
1111	0.2354551719
1112	0.2354298154
1113	0.2354199033
1114	0.2354038568
1115	0.2353871016
1116	0.2353760938
1117	0.2353151995
1118	0.2353046621
1119	0.2352859381
1120	0.2352672817
1121	0.2352451579
1122	0.2352128466
1123	0.2351909778
1124	0.235173975
1125	0.2351518948
1126	0.2351389158
1127	0.2351194065
1128	0.235097617
1129	0.2350852714
1130	0.2350678403
1131	0.2350579255
1132	0.2350406456
1133	0.2350255265
1134	0.2349758711
1135	0.2349429037
1136	0.2348980063
1137	0.2348633534
1138	0.2348324991
1139	0.2348151168
1140	0.2348062079
1141	0.2347705933
1142	0.2347527044
1143	0.2347394036
1144	0.234728458
1145	0.2347108878
1146	0.2346637894
1147	0.2346276672
1148	0.2346106248
1149	0.2345934614
1150	0.2345830491
1151	0.23452241
1152	0.2345059785
1153	0.2344805122
1154	0.2344608249
1155	0.2344399636
1156	0.2344226904
1157	0.2344041084
1158	0.234381893
1159	0.2343701835
1160	0.234362852
1161	0.2343458792
1162	0.2343297901
1163	0.2343178241
1164	0.2342985503
1165	0.234288619
1166	0.2342698847
1167	0.2342594713
1168	0.234238921
1169	0.2342270116
1170	0.2342141698
1171	0.2341923754
1172	0.2341745501
1173	0.2341509977
1174	0.2341356546
1175	0.2341230076
1176	0.2341073806
1177	0.2340960104
1178	0.2340791438
1179	0.2340649407
1180	0.2340438328
1181	0.2340158601
1182	0.2339851305
1183	0.233969011
1184	0.2339484578
1185	0.23393187
1186	0.2339186112
1187	0.2338953568
1188	0.2338676587
1189	0.2338570809
1190	0.2338407109
1191	0.2338251894
1192	0.2338120739
1193	0.2337843075
1194	0.2337611987
1195	0.2337476799
1196	0.2337279496
1197	0.233716708
1198	0.2337068173
1199	0.2336844024
1200	0.2336688005
1201	0.2336532419
1202	0.2336372372
1203	0.2336131612
1204	0.2335893194
1205	0.2335602693
1206	0.2335388578
1207	0.2335191069
1208	0.2335010291
1209	0.2334865717
1210	0.2334728721
1211	0.2334580365
1212	0.2334474682
1213	0.2334317366
1214	0.2334071727
1215	0.2333874386
1216	0.2333734446
1217	0.2333533738
1218	0.2333295899
1219	0.2333109116
1220	0.2332994397
1221	0.2332843326
1222	0.2332679983
1223	0.2332353671
1224	0.2332131004
1225	0.2331983012
1226	0.2331806406
1227	0.2331563859
1228	0.2331448906
1229	0.2331194192
1230	0.2330969781
1231	0.2330814374
1232	0.2330682251
1233	0.2330519922
1234	0.2330333627
1235	0.2330151337
1236	0.2330004284
1237	0.232985663
1238	0.2329710275
1239	0.2329529169
1240	0.2329390398
1241	0.2329169132
1242	0.2329056719
1243	0.2328893197
1244	0.2328668203
1245	0.2328243431
1246	0.2327833129
1247	0.2327522087
1248	0.2327354637
1249	0.2327214284
1250	0.2327110372
1251	0.2326878427
1252	0.2326744415
1253	0.2326505383
1254	0.2326292141
1255	0.2326170962
1256	0.2325966428
1257	0.2325460512
1258	0.2325289888
1259	0.232515856
1260	0.2325002396
1261	0.232485842
1262	0.2324703109
1263	0.2324536924
1264	0.2324417918
1265	0.2324155508
1266	0.2323891231
1267	0.2323682267
1268	0.2323533212
1269	0.2323389567
1270	0.2323241876
1271	0.2322746992
1272	0.232254454
1273	0.2322440733
1274	0.2322242461
1275	0.2321986064
1276	0.232187879
1277	0.2321714275
1278	0.2321578095
1279	0.2321450156
1280	0.2321252068
1281	0.2321091468
1282	0.2320988424
1283	0.2320842108
1284	0.2320671089
1285	0.2320569249
1286	0.2320382701
1287	0.2320208409
1288	0.2320069282
1289	0.2319954999
1290	0.2319835369
1291	0.2319686729
1292	0.2319493688
1293	0.2319318666
1294	0.2319135225
1295	0.2318985654
1296	0.2318880767
1297	0.2318630087
1298	0.2318364999
1299	0.2318162734
1300	0.2318032109
1301	0.2317862891
1302	0.2317622457
1303	0.231752195
1304	0.2317368288
1305	0.2317270656
1306	0.2317152037
1307	0.2317054102
1308	0.2316894356
1309	0.2316783362
1310	0.2316622875
1311	0.2316504347
1312	0.2316304646
1313	0.2316211515
1314	0.2316063234
1315	0.231590945
1316	0.2315776056
1317	0.2315606426
1318	0.231550928
1319	0.2315345361
1320	0.2315190438
1321	0.2314921472
1322	0.2314717049
1323	0.2314588782
1324	0.2314440641
1325	0.2314221662
1326	0.2314047592
1327	0.2313879315
1328	0.2313730462
1329	0.2313633502
1330	0.2313509154
1331	0.2313323267
1332	0.231318646
1333	0.2313097351
1334	0.2312973881
1335	0.2312846497
1336	0.231273584
1337	0.2312538462
1338	0.2312406671
1339	0.2312289428
1340	0.2312166618
1341	0.2311997417
1342	0.2311804358
1343	0.2311720317
1344	0.2311557742
1345	0.2311396554
1346	0.2311192607
1347	0.2311076123
1348	0.2310788549
1349	0.2310657375
1350	0.2310557097
1351	0.2310422621
1352	0.2310276161
1353	0.2310154972
1354	0.2310007594
1355	0.2309912384
1356	0.2309802396
1357	0.2309616882
1358	0.2309461944
1359	0.2309348515
1360	0.2309228422
1361	0.2308856467
1362	0.2308705105
1363	0.2308450087
1364	0.2308207285
1365	0.2308022219
1366	0.2307873504
1367	0.2307728499
1368	0.2307547204
1369	0.2307433962
1370	0.2307170073
1371	0.2307027059
1372	0.2306925786
1373	0.2306707488
1374	0.2306460191
1375	0.2306287008
1376	0.2306179233
1377	0.2306060588
1378	0.230593676
1379	0.2305838295
1380	0.2305747789
1381	0.2305653705
1382	0.230551303
1383	0.2305414433
1384	0.2305244093
1385	0.2305027564
1386	0.230487838
1387	0.2304526726
1388	0.2304342138
1389	0.2304257253
1390	0.2304156757
1391	0.2304029946
1392	0.2303865453
1393	0.2303732928
1394	0.2303543916
1395	0.2303452177
1396	0.2303255038
1397	0.2303137275
1398	0.2302948432
1399	0.2302758171
1400	0.2302492375
1401	0.2302339824
1402	0.230221639
1403	0.2302065116
1404	0.230195831
1405	0.2301819268
1406	0.2301697215
1407	0.230159573
1408	0.2301458388
1409	0.2301370091
1410	0.2301221005
1411	0.2301120002
1412	0.2300911231
1413	0.2300734535
1414	0.2300579933
1415	0.2300373844
1416	0.2300215012
1417	0.2300108497
1418	0.2299922789
1419	0.2299841053
1420	0.2299730621
1421	0.229960148
1422	0.2299385659
1423	0.2299192934
1424	0.2298977273
1425	0.2298871189
1426	0.2298629491
1427	0.2298486449
1428	0.2298332553
1429	0.2298208978
1430	0.2298126936
1431	0.229800036
1432	0.2297870972
1433	0.2297477259
1434	0.2297275711
1435	0.2297180253
1436	0.2297071022
1437	0.2296973283
1438	0.2296835654
1439	0.2296721455
1440	0.2296573097
1441	0.2296434958
1442	0.2296218625
1443	0.2295977654
1444	0.2295783656
1445	0.22956387
1446	0.2295488905
1447	0.2295398853
1448	0.2295282247
1449	0.2295128322
1450	0.2295028304
1451	0.2294873235
1452	0.2294758217
1453	0.2294664127
1454	0.2294491448
1455	0.2294328305
1456	0.2294202518
1457	0.2294097625
1458	0.2293967342
1459	0.2293840424
1460	0.2293741408
1461	0.2293300746
1462	0.2293191092
1463	0.2293097532
1464	0.2292951812
1465	0.2292813407
1466	0.2292551537
1467	0.229229874
1468	0.2292164571
1469	0.2292012224
1470	0.2291843297
1471	0.2291642777
1472	0.2291528642
1473	0.2291364169
1474	0.2291262803
1475	0.2291136745
1476	0.2291036894
1477	0.229087118
1478	0.2290793868
1479	0.2290585993
1480	0.2290465115
1481	0.2290282571
1482	0.2290122923
1483	0.2289981557
1484	0.2289884654
1485	0.2289718153
1486	0.228955852
1487	0.2289425668
1488	0.2289099461
1489	0.2289004626
1490	0.2288706803
1491	0.2288593494
1492	0.228843571
1493	0.2288319287
1494	0.2288158767
1495	0.2288059264
1496	0.2287986841
1497	0.2287799988
1498	0.228761733
1499	0.228751386
1500	0.2287380916
1501	0.228729217
1502	0.2287084399
1503	0.2287029849
1504	0.2286888477
1505	0.2286800649
1506	0.2286642209
1507	0.228647287
1508	0.2286350001
1509	0.2286212771
1510	0.2285781137
